DATE,RATE
2014-01-23,1.140922
2014-01-22,1.1299
2014-01-21,1.135314
2014-01-20,1.133904
2014-01-19,1.139469
2014-01-18,1.13889
2014-01-17,1.138783
2014-01-16,1.133896
2014-01-15,1.122476
2014-01-14,1.116596
2014-01-13,1.104348
2014-01-12,1.112113
2014-01-11,1.11163
2014-01-10,1.111596
2014-01-09,1.123973
2014-01-08,1.124967
2014-01-07,1.121019
2014-01-06,1.11564
2014-01-05,1.116417
2014-01-04,1.117862
2014-01-03,1.117818
2014-01-02,1.12291
2014-01-01,1.124795
2013-12-31,1.128797
2013-12-30,1.122721
2013-12-29,1.128887
2013-12-28,1.127552
2013-12-27,1.127517
2013-12-26,1.124487
2013-12-25,1.120429
2013-12-24,1.120781
2013-12-23,1.119572
2013-12-22,1.121001
2013-12-21,1.120787
2013-12-20,1.120825
2013-12-19,1.128538
2013-12-18,1.130044
2013-12-17,1.123161
2013-12-16,1.118384
2013-12-15,1.116351
2013-12-14,1.115874
2013-12-13,1.115812
2013-12-12,1.120126
2013-12-11,1.106184
2013-12-10,1.093499
2013-12-09,1.098406
2013-12-08,1.096453
2013-12-07,1.098667
2013-12-06,1.098655
2013-12-05,1.102962
2013-12-04,1.107449
2013-12-03,1.094659
2013-12-02,1.098172
2013-12-01,1.09583
2013-11-30,1.0978
2013-11-29,1.097996
2013-11-28,1.098789
2013-11-27,1.101474
2013-11-26,1.095482
2013-11-25,1.090664
2013-11-24,1.090778
2013-11-23,1.090794
2013-11-22,1.089782
2013-11-21,1.083098
2013-11-20,1.071961
2013-11-19,1.060559
2013-11-18,1.066541
2013-11-17,1.06655
2013-11-16,1.06734
2013-11-15,1.067423
2013-11-14,1.073539
2013-11-13,1.06821
2013-11-12,1.075187
2013-11-11,1.068658
2013-11-10,1.065638
2013-11-09,1.065616
2013-11-08,1.065533
2013-11-07,1.057266
2013-11-06,1.049852
2013-11-05,1.052407
2013-11-04,1.051905
2013-11-03,1.057367
2013-11-02,1.058141
2013-11-01,1.058638
2013-10-31,1.05674
2013-10-30,1.055181
2013-10-29,1.054193
2013-10-28,1.045062
2013-10-27,1.043395
2013-10-26,1.043232
2013-10-25,1.039683
